37.420088,-6.001346;37.420088,-6.001328;37.420088,-6.001310;37.420088,-6.001292;37.420088,-6.001274;37.420088,-6.001256;37.420088,-6.001238;37.420088,-6.001221;37.420088,-6.001203;37.420088,-6.001185;37.420088,-6.001167;37.420088,-6.001149;37.420088,-6.001131;37.420088,-6.001113;37.420088,-6.001095;37.420088,-6.001078;37.420088,-6.001060;37.420088,-6.001042;37.420088,-6.001024;37.420088,-6.001006;37.420088,-6.000988;37.420088,-6.000970;37.420088,-6.000953;37.420088,-6.000935;37.420088,-6.000917;37.420088,-6.000899;37.420088,-6.000881;37.420088,-6.000863;37.420088,-6.000845;37.420088,-6.000827;37.420088,-6.000810;37.420088,-6.000792;37.420088,-6.000774;37.420088,-6.000756;37.420088,-6.000738;37.420088,-6.000720;37.420088,-6.000702;37.420088,-6.000684;37.420088,-6.000667;37.420088,-6.000649;37.420088,-6.000631;37.420088,-6.000613;37.420088,-6.000595;37.420088,-6.000577;37.420088,-6.000559;37.420088,-6.000542;37.420088,-6.000524;37.420088,-6.000506;37.420088,-6.000488;37.420088,-6.000470;37.420088,-6.000452;37.420088,-6.000434;37.420088,-6.000416;37.420088,-6.000399;37.420088,-6.000381;37.420088,-6.000363;37.420088,-6.000345;37.420088,-6.000327;37.420088,-6.000309;37.420088,-6.000291;37.420088,-6.000274;37.420088,-6.000256;37.420088,-6.000238;37.420088,-6.000220;37.420088,-6.000202;37.420088,-6.000184;37.420088,-6.000166;37.420088,-6.000148;37.420088,-6.000131;37.420088,-6.000113;37.420088,-6.000095;37.420088,-6.000077;37.420088,-6.000059;37.420088,-6.000041;37.420088,-6.000023;37.420088,-6.000006;37.420088,-5.999988;37.420088,-5.999970;37.420088,-5.999952;37.420088,-5.999934;37.420088,-5.999916;37.420088,-5.999898;37.420088,-5.999880;37.420088,-5.999863;37.420088,-5.999845;37.420088,-5.999827;37.420088,-5.999809;37.420088,-5.999791;37.420088,-5.999773;37.420088,-5.999755;37.420088,-5.999737;37.420088,-5.999720;37.420088,-5.999702;37.420088,-5.999684;37.420088,-5.999666;37.420088,-5.999648;37.420088,-5.999630;37.420088,-5.999612;37.420088,-5.999595;37.420088,-5.999577;37.420088,-5.999559;37.420088,-5.999541;37.420088,-5.999523;37.420088,-5.999505;37.420088,-5.999487;37.420088,-5.999469;37.420088,-5.999452;37.420088,-5.999434;37.420088,-5.999416;37.420088,-5.999398;37.420088,-5.999380;37.420088,-5.999362;37.420088,-5.999344;37.420088,-5.999327;37.420088,-5.999309;37.420088,-5.999291;37.420088,-5.999273;37.420088,-5.999255;37.420088,-5.999237;37.420088,-5.999219;37.420088,-5.999201;37.420088,-5.999184;37.420088,-5.999166;37.420088,-5.999148;37.420088,-5.999130;37.420088,-5.999112;37.420088,-5.999094;37.420088,-5.999076;37.420088,-5.999059;37.420088,-5.999041;37.420088,-5.999023;37.420088,-5.999005;37.420088,-5.998987;37.420088,-5.998969;37.420088,-5.998951;37.420088,-5.998933;37.420088,-5.998916;37.420088,-5.998898;37.420088,-5.998880;37.420088,-5.998862;37.420088,-5.998844;37.420088,-5.998826;37.420088,-5.998808;37.420088,-5.998790;37.420088,-5.998773;37.420088,-5.998755;37.420088,-5.998737;37.420088,-5.998719;37.420088,-5.998701;37.420088,-5.998683;37.420088,-5.998665;37.420088,-5.998648;37.420088,-5.998630;37.420088,-5.998612;37.420088,-5.998594;37.420088,-5.998576;37.420088,-5.998558;37.420088,-5.998540;37.420088,-5.998522;37.420088,-5.998505;37.420088,-5.998487;37.420088,-5.998469;37.420088,-5.998451;37.420088,-5.998433;37.420088,-5.998415;37.420088,-5.998397;37.420088,-5.998380;37.420088,-5.998362;37.420088,-5.998344;37.420088,-5.998326;37.420088,-5.998308;37.420088,-5.998290;37.420088,-5.998272;37.420088,-5.998254;37.420088,-5.998237;37.420088,-5.998219;37.420088,-5.998201;37.420088,-5.998183;37.420088,-5.998165;37.420088,-5.998147;37.420088,-5.998129;37.420088,-5.998112;37.420088,-5.998094;37.420088,-5.998076;37.420088,-5.998058;37.420088,-5.998040;37.420088,-5.998022;37.420088,-5.998004;37.420088,-5.997986;37.420088,-5.997969;37.420088,-5.997951;37.420088,-5.997933;37.420088,-5.997915;37.420088,-5.997897;37.420088,-5.997879;37.420088,-5.997861;37.420088,-5.997843;37.420088,-5.997826;37.420088,-5.997808;37.420088,-5.997790;37.420088,-5.997772;37.420088,-5.997754;37.420088,-5.997736;37.420088,-5.997718;37.420088,-5.997701;37.420088,-5.997683;37.420088,-5.997665;37.420088,-5.997647;37.420088,-5.997629;37.420088,-5.997611;37.420088,-5.997593;37.420088,-5.997575;37.420088,-5.997558;37.420088,-5.997540;37.420088,-5.997522;37.420088,-5.997504;
37.420070,-6.001346;37.420070,-6.001328;37.420070,-6.001310;37.420070,-6.001292;37.420070,-6.001274;37.420070,-6.001256;37.420070,-6.001238;37.420070,-6.001221;37.420070,-6.001203;37.420070,-6.001185;37.420070,-6.001167;37.420070,-6.001149;37.420070,-6.001131;37.420070,-6.001113;37.420070,-6.001095;37.420070,-6.001078;37.420070,-6.001060;37.420070,-6.001042;37.420070,-6.001024;37.420070,-6.001006;37.420070,-6.000988;37.420070,-6.000970;37.420070,-6.000953;37.420070,-6.000935;37.420070,-6.000917;37.420070,-6.000899;37.420070,-6.000881;37.420070,-6.000863;37.420070,-6.000845;37.420070,-6.000827;37.420070,-6.000810;37.420070,-6.000792;37.420070,-6.000774;37.420070,-6.000756;37.420070,-6.000738;37.420070,-6.000720;37.420070,-6.000702;37.420070,-6.000684;37.420070,-6.000667;37.420070,-6.000649;37.420070,-6.000631;37.420070,-6.000613;37.420070,-6.000595;37.420070,-6.000577;37.420070,-6.000559;37.420070,-6.000542;37.420070,-6.000524;37.420070,-6.000506;37.420070,-6.000488;37.420070,-6.000470;37.420070,-6.000452;37.420070,-6.000434;37.420070,-6.000416;37.420070,-6.000399;37.420070,-6.000381;37.420070,-6.000363;37.420070,-6.000345;37.420070,-6.000327;37.420070,-6.000309;37.420070,-6.000291;37.420070,-6.000274;37.420070,-6.000256;37.420070,-6.000238;37.420070,-6.000220;37.420070,-6.000202;37.420070,-6.000184;37.420070,-6.000166;37.420070,-6.000148;37.420070,-6.000131;37.420070,-6.000113;37.420070,-6.000095;37.420070,-6.000077;37.420070,-6.000059;37.420070,-6.000041;37.420070,-6.000023;37.420070,-6.000006;37.420070,-5.999988;37.420070,-5.999970;37.420070,-5.999952;37.420070,-5.999934;37.420070,-5.999916;37.420070,-5.999898;37.420070,-5.999880;37.420070,-5.999863;37.420070,-5.999845;37.420070,-5.999827;37.420070,-5.999809;37.420070,-5.999791;37.420070,-5.999773;37.420070,-5.999755;37.420070,-5.999737;37.420070,-5.999720;37.420070,-5.999702;37.420070,-5.999684;37.420070,-5.999666;37.420070,-5.999648;37.420070,-5.999630;37.420070,-5.999612;37.420070,-5.999595;37.420070,-5.999577;37.420070,-5.999559;37.420070,-5.999541;37.420070,-5.999523;37.420070,-5.999505;37.420070,-5.999487;37.420070,-5.999469;37.420070,-5.999452;37.420070,-5.999434;37.420070,-5.999416;37.420070,-5.999398;37.420070,-5.999380;37.420070,-5.999362;37.420070,-5.999344;37.420070,-5.999327;37.420070,-5.999309;37.420070,-5.999291;37.420070,-5.999273;37.420070,-5.999255;37.420070,-5.999237;37.420070,-5.999219;37.420070,-5.999201;37.420070,-5.999184;37.420070,-5.999166;37.420070,-5.999148;37.420070,-5.999130;37.420070,-5.999112;37.420070,-5.999094;37.420070,-5.999076;37.420070,-5.999059;37.420070,-5.999041;37.420070,-5.999023;37.420070,-5.999005;37.420070,-5.998987;37.420070,-5.998969;37.420070,-5.998951;37.420070,-5.998933;37.420070,-5.998916;37.420070,-5.998898;37.420070,-5.998880;37.420070,-5.998862;37.420070,-5.998844;37.420070,-5.998826;37.420070,-5.998808;37.420070,-5.998790;37.420070,-5.998773;37.420070,-5.998755;37.420070,-5.998737;37.420070,-5.998719;37.420070,-5.998701;37.420070,-5.998683;37.420070,-5.998665;37.420070,-5.998648;37.420070,-5.998630;37.420070,-5.998612;37.420070,-5.998594;37.420070,-5.998576;37.420070,-5.998558;37.420070,-5.998540;37.420070,-5.998522;37.420070,-5.998505;37.420070,-5.998487;37.420070,-5.998469;37.420070,-5.998451;37.420070,-5.998433;37.420070,-5.998415;37.420070,-5.998397;37.420070,-5.998380;37.420070,-5.998362;37.420070,-5.998344;37.420070,-5.998326;37.420070,-5.998308;37.420070,-5.998290;37.420070,-5.998272;37.420070,-5.998254;37.420070,-5.998237;37.420070,-5.998219;37.420070,-5.998201;37.420070,-5.998183;37.420070,-5.998165;37.420070,-5.998147;37.420070,-5.998129;37.420070,-5.998112;37.420070,-5.998094;37.420070,-5.998076;37.420070,-5.998058;37.420070,-5.998040;37.420070,-5.998022;37.420070,-5.998004;37.420070,-5.997986;37.420070,-5.997969;37.420070,-5.997951;37.420070,-5.997933;37.420070,-5.997915;37.420070,-5.997897;37.420070,-5.997879;37.420070,-5.997861;37.420070,-5.997843;37.420070,-5.997826;37.420070,-5.997808;37.420070,-5.997790;37.420070,-5.997772;37.420070,-5.997754;37.420070,-5.997736;37.420070,-5.997718;37.420070,-5.997701;37.420070,-5.997683;37.420070,-5.997665;37.420070,-5.997647;37.420070,-5.997629;37.420070,-5.997611;37.420070,-5.997593;37.420070,-5.997575;37.420070,-5.997558;37.420070,-5.997540;37.420070,-5.997522;37.420070,-5.997504;
37.420052,-6.001346;37.420052,-6.001328;37.420052,-6.001310;37.420052,-6.001292;37.420052,-6.001274;37.420052,-6.001256;37.420052,-6.001238;37.420052,-6.001221;37.420052,-6.001203;37.420052,-6.001185;37.420052,-6.001167;37.420052,-6.001149;37.420052,-6.001131;37.420052,-6.001113;37.420052,-6.001095;37.420052,-6.001078;37.420052,-6.001060;37.420052,-6.001042;37.420052,-6.001024;37.420052,-6.001006;37.420052,-6.000988;37.420052,-6.000970;37.420052,-6.000953;37.420052,-6.000935;37.420052,-6.000917;37.420052,-6.000899;37.420052,-6.000881;37.420052,-6.000863;37.420052,-6.000845;37.420052,-6.000827;37.420052,-6.000810;37.420052,-6.000792;37.420052,-6.000774;37.420052,-6.000756;37.420052,-6.000738;37.420052,-6.000720;37.420052,-6.000702;37.420052,-6.000684;37.420052,-6.000667;37.420052,-6.000649;37.420052,-6.000631;37.420052,-6.000613;37.420052,-6.000595;37.420052,-6.000577;37.420052,-6.000559;37.420052,-6.000542;37.420052,-6.000524;37.420052,-6.000506;37.420052,-6.000488;37.420052,-6.000470;37.420052,-6.000452;37.420052,-6.000434;37.420052,-6.000416;37.420052,-6.000399;37.420052,-6.000381;37.420052,-6.000363;37.420052,-6.000345;37.420052,-6.000327;37.420052,-6.000309;37.420052,-6.000291;37.420052,-6.000274;37.420052,-6.000256;37.420052,-6.000238;37.420052,-6.000220;37.420052,-6.000202;37.420052,-6.000184;37.420052,-6.000166;37.420052,-6.000148;37.420052,-6.000131;37.420052,-6.000113;37.420052,-6.000095;37.420052,-6.000077;37.420052,-6.000059;37.420052,-6.000041;37.420052,-6.000023;37.420052,-6.000006;37.420052,-5.999988;37.420052,-5.999970;37.420052,-5.999952;37.420052,-5.999934;37.420052,-5.999916;37.420052,-5.999898;37.420052,-5.999880;37.420052,-5.999863;37.420052,-5.999845;37.420052,-5.999827;37.420052,-5.999809;37.420052,-5.999791;37.420052,-5.999773;37.420052,-5.999755;37.420052,-5.999737;37.420052,-5.999720;37.420052,-5.999702;37.420052,-5.999684;37.420052,-5.999666;37.420052,-5.999648;37.420052,-5.999630;37.420052,-5.999612;37.420052,-5.999595;37.420052,-5.999577;37.420052,-5.999559;37.420052,-5.999541;37.420052,-5.999523;37.420052,-5.999505;37.420052,-5.999487;37.420052,-5.999469;37.420052,-5.999452;37.420052,-5.999434;37.420052,-5.999416;37.420052,-5.999398;37.420052,-5.999380;37.420052,-5.999362;37.420052,-5.999344;37.420052,-5.999327;37.420052,-5.999309;37.420052,-5.999291;37.420052,-5.999273;37.420052,-5.999255;37.420052,-5.999237;37.420052,-5.999219;37.420052,-5.999201;37.420052,-5.999184;37.420052,-5.999166;37.420052,-5.999148;37.420052,-5.999130;37.420052,-5.999112;37.420052,-5.999094;37.420052,-5.999076;37.420052,-5.999059;37.420052,-5.999041;37.420052,-5.999023;37.420052,-5.999005;37.420052,-5.998987;37.420052,-5.998969;37.420052,-5.998951;37.420052,-5.998933;37.420052,-5.998916;37.420052,-5.998898;37.420052,-5.998880;37.420052,-5.998862;37.420052,-5.998844;37.420052,-5.998826;37.420052,-5.998808;37.420052,-5.998790;37.420052,-5.998773;37.420052,-5.998755;37.420052,-5.998737;37.420052,-5.998719;37.420052,-5.998701;37.420052,-5.998683;37.420052,-5.998665;37.420052,-5.998648;37.420052,-5.998630;37.420052,-5.998612;37.420052,-5.998594;37.420052,-5.998576;37.420052,-5.998558;37.420052,-5.998540;37.420052,-5.998522;37.420052,-5.998505;37.420052,-5.998487;37.420052,-5.998469;37.420052,-5.998451;37.420052,-5.998433;37.420052,-5.998415;37.420052,-5.998397;37.420052,-5.998380;37.420052,-5.998362;37.420052,-5.998344;37.420052,-5.998326;37.420052,-5.998308;37.420052,-5.998290;37.420052,-5.998272;37.420052,-5.998254;37.420052,-5.998237;37.420052,-5.998219;37.420052,-5.998201;37.420052,-5.998183;37.420052,-5.998165;37.420052,-5.998147;37.420052,-5.998129;37.420052,-5.998112;37.420052,-5.998094;37.420052,-5.998076;37.420052,-5.998058;37.420052,-5.998040;37.420052,-5.998022;37.420052,-5.998004;37.420052,-5.997986;37.420052,-5.997969;37.420052,-5.997951;37.420052,-5.997933;37.420052,-5.997915;37.420052,-5.997897;37.420052,-5.997879;37.420052,-5.997861;37.420052,-5.997843;37.420052,-5.997826;37.420052,-5.997808;37.420052,-5.997790;37.420052,-5.997772;37.420052,-5.997754;37.420052,-5.997736;37.420052,-5.997718;37.420052,-5.997701;37.420052,-5.997683;37.420052,-5.997665;37.420052,-5.997647;37.420052,-5.997629;37.420052,-5.997611;37.420052,-5.997593;37.420052,-5.997575;37.420052,-5.997558;37.420052,-5.997540;37.420052,-5.997522;37.420052,-5.997504;
37.420034,-6.001346;37.420034,-6.001328;37.420034,-6.001310;37.420034,-6.001292;37.420034,-6.001274;37.420034,-6.001256;37.420034,-6.001238;37.420034,-6.001221;37.420034,-6.001203;37.420034,-6.001185;37.420034,-6.001167;37.420034,-6.001149;37.420034,-6.001131;37.420034,-6.001113;37.420034,-6.001095;37.420034,-6.001078;37.420034,-6.001060;37.420034,-6.001042;37.420034,-6.001024;37.420034,-6.001006;37.420034,-6.000988;37.420034,-6.000970;37.420034,-6.000953;37.420034,-6.000935;37.420034,-6.000917;37.420034,-6.000899;37.420034,-6.000881;37.420034,-6.000863;37.420034,-6.000845;37.420034,-6.000827;37.420034,-6.000810;37.420034,-6.000792;37.420034,-6.000774;37.420034,-6.000756;37.420034,-6.000738;37.420034,-6.000720;37.420034,-6.000702;37.420034,-6.000684;37.420034,-6.000667;37.420034,-6.000649;37.420034,-6.000631;37.420034,-6.000613;37.420034,-6.000595;37.420034,-6.000577;37.420034,-6.000559;37.420034,-6.000542;37.420034,-6.000524;37.420034,-6.000506;37.420034,-6.000488;37.420034,-6.000470;37.420034,-6.000452;37.420034,-6.000434;37.420034,-6.000416;37.420034,-6.000399;37.420034,-6.000381;37.420034,-6.000363;37.420034,-6.000345;37.420034,-6.000327;37.420034,-6.000309;37.420034,-6.000291;37.420034,-6.000274;37.420034,-6.000256;37.420034,-6.000238;37.420034,-6.000220;37.420034,-6.000202;37.420034,-6.000184;37.420034,-6.000166;37.420034,-6.000148;37.420034,-6.000131;37.420034,-6.000113;37.420034,-6.000095;37.420034,-6.000077;37.420034,-6.000059;37.420034,-6.000041;37.420034,-6.000023;37.420034,-6.000006;37.420034,-5.999988;37.420034,-5.999970;37.420034,-5.999952;37.420034,-5.999934;37.420034,-5.999916;37.420034,-5.999898;37.420034,-5.999880;37.420034,-5.999863;37.420034,-5.999845;37.420034,-5.999827;37.420034,-5.999809;37.420034,-5.999791;37.420034,-5.999773;37.420034,-5.999755;37.420034,-5.999737;37.420034,-5.999720;37.420034,-5.999702;37.420034,-5.999684;37.420034,-5.999666;37.420034,-5.999648;37.420034,-5.999630;37.420034,-5.999612;37.420034,-5.999595;37.420034,-5.999577;37.420034,-5.999559;37.420034,-5.999541;37.420034,-5.999523;37.420034,-5.999505;37.420034,-5.999487;37.420034,-5.999469;37.420034,-5.999452;37.420034,-5.999434;37.420034,-5.999416;37.420034,-5.999398;37.420034,-5.999380;37.420034,-5.999362;37.420034,-5.999344;37.420034,-5.999327;37.420034,-5.999309;37.420034,-5.999291;37.420034,-5.999273;37.420034,-5.999255;37.420034,-5.999237;37.420034,-5.999219;37.420034,-5.999201;37.420034,-5.999184;37.420034,-5.999166;37.420034,-5.999148;37.420034,-5.999130;37.420034,-5.999112;37.420034,-5.999094;37.420034,-5.999076;37.420034,-5.999059;37.420034,-5.999041;37.420034,-5.999023;37.420034,-5.999005;37.420034,-5.998987;37.420034,-5.998969;37.420034,-5.998951;37.420034,-5.998933;37.420034,-5.998916;37.420034,-5.998898;37.420034,-5.998880;37.420034,-5.998862;37.420034,-5.998844;37.420034,-5.998826;37.420034,-5.998808;37.420034,-5.998790;37.420034,-5.998773;37.420034,-5.998755;37.420034,-5.998737;37.420034,-5.998719;37.420034,-5.998701;37.420034,-5.998683;37.420034,-5.998665;37.420034,-5.998648;37.420034,-5.998630;37.420034,-5.998612;37.420034,-5.998594;37.420034,-5.998576;37.420034,-5.998558;37.420034,-5.998540;37.420034,-5.998522;37.420034,-5.998505;37.420034,-5.998487;37.420034,-5.998469;37.420034,-5.998451;37.420034,-5.998433;37.420034,-5.998415;37.420034,-5.998397;37.420034,-5.998380;37.420034,-5.998362;37.420034,-5.998344;37.420034,-5.998326;37.420034,-5.998308;37.420034,-5.998290;37.420034,-5.998272;37.420034,-5.998254;37.420034,-5.998237;37.420034,-5.998219;37.420034,-5.998201;37.420034,-5.998183;37.420034,-5.998165;37.420034,-5.998147;37.420034,-5.998129;37.420034,-5.998112;37.420034,-5.998094;37.420034,-5.998076;37.420034,-5.998058;37.420034,-5.998040;37.420034,-5.998022;37.420034,-5.998004;37.420034,-5.997986;37.420034,-5.997969;37.420034,-5.997951;37.420034,-5.997933;37.420034,-5.997915;37.420034,-5.997897;37.420034,-5.997879;37.420034,-5.997861;37.420034,-5.997843;37.420034,-5.997826;37.420034,-5.997808;37.420034,-5.997790;37.420034,-5.997772;37.420034,-5.997754;37.420034,-5.997736;37.420034,-5.997718;37.420034,-5.997701;37.420034,-5.997683;37.420034,-5.997665;37.420034,-5.997647;37.420034,-5.997629;37.420034,-5.997611;37.420034,-5.997593;37.420034,-5.997575;37.420034,-5.997558;37.420034,-5.997540;37.420034,-5.997522;37.420034,-5.997504;
37.420016,-6.001346;37.420016,-6.001328;37.420016,-6.001310;37.420016,-6.001292;37.420016,-6.001274;37.420016,-6.001256;37.420016,-6.001238;37.420016,-6.001221;37.420016,-6.001203;37.420016,-6.001185;37.420016,-6.001167;37.420016,-6.001149;37.420016,-6.001131;37.420016,-6.001113;37.420016,-6.001095;37.420016,-6.001078;37.420016,-6.001060;37.420016,-6.001042;37.420016,-6.001024;37.420016,-6.001006;37.420016,-6.000988;37.420016,-6.000970;37.420016,-6.000953;37.420016,-6.000935;37.420016,-6.000917;37.420016,-6.000899;37.420016,-6.000881;37.420016,-6.000863;37.420016,-6.000845;37.420016,-6.000827;37.420016,-6.000810;37.420016,-6.000792;37.420016,-6.000774;37.420016,-6.000756;37.420016,-6.000738;37.420016,-6.000720;37.420016,-6.000702;37.420016,-6.000684;37.420016,-6.000667;37.420016,-6.000649;37.420016,-6.000631;37.420016,-6.000613;37.420016,-6.000595;37.420016,-6.000577;37.420016,-6.000559;37.420016,-6.000542;37.420016,-6.000524;37.420016,-6.000506;37.420016,-6.000488;37.420016,-6.000470;37.420016,-6.000452;37.420016,-6.000434;37.420016,-6.000416;37.420016,-6.000399;37.420016,-6.000381;37.420016,-6.000363;37.420016,-6.000345;37.420016,-6.000327;37.420016,-6.000309;37.420016,-6.000291;37.420016,-6.000274;37.420016,-6.000256;37.420016,-6.000238;37.420016,-6.000220;37.420016,-6.000202;37.420016,-6.000184;37.420016,-6.000166;37.420016,-6.000148;37.420016,-6.000131;37.420016,-6.000113;37.420016,-6.000095;37.420016,-6.000077;37.420016,-6.000059;37.420016,-6.000041;37.420016,-6.000023;37.420016,-6.000006;37.420016,-5.999988;37.420016,-5.999970;37.420016,-5.999952;37.420016,-5.999934;37.420016,-5.999916;37.420016,-5.999898;37.420016,-5.999880;37.420016,-5.999863;37.420016,-5.999845;37.420016,-5.999827;37.420016,-5.999809;37.420016,-5.999791;37.420016,-5.999773;37.420016,-5.999755;37.420016,-5.999737;37.420016,-5.999720;37.420016,-5.999702;37.420016,-5.999684;37.420016,-5.999666;37.420016,-5.999648;37.420016,-5.999630;37.420016,-5.999612;37.420016,-5.999595;37.420016,-5.999577;37.420016,-5.999559;37.420016,-5.999541;37.420016,-5.999523;37.420016,-5.999505;37.420016,-5.999487;37.420016,-5.999469;37.420016,-5.999452;37.420016,-5.999434;37.420016,-5.999416;37.420016,-5.999398;37.420016,-5.999380;37.420016,-5.999362;37.420016,-5.999344;37.420016,-5.999327;37.420016,-5.999309;37.420016,-5.999291;37.420016,-5.999273;37.420016,-5.999255;37.420016,-5.999237;37.420016,-5.999219;37.420016,-5.999201;37.420016,-5.999184;37.420016,-5.999166;37.420016,-5.999148;37.420016,-5.999130;37.420016,-5.999112;37.420016,-5.999094;37.420016,-5.999076;37.420016,-5.999059;37.420016,-5.999041;37.420016,-5.999023;37.420016,-5.999005;37.420016,-5.998987;37.420016,-5.998969;37.420016,-5.998951;37.420016,-5.998933;37.420016,-5.998916;37.420016,-5.998898;37.420016,-5.998880;37.420016,-5.998862;37.420016,-5.998844;37.420016,-5.998826;37.420016,-5.998808;37.420016,-5.998790;37.420016,-5.998773;37.420016,-5.998755;37.420016,-5.998737;37.420016,-5.998719;37.420016,-5.998701;37.420016,-5.998683;37.420016,-5.998665;37.420016,-5.998648;37.420016,-5.998630;37.420016,-5.998612;37.420016,-5.998594;37.420016,-5.998576;37.420016,-5.998558;37.420016,-5.998540;37.420016,-5.998522;37.420016,-5.998505;37.420016,-5.998487;37.420016,-5.998469;37.420016,-5.998451;37.420016,-5.998433;37.420016,-5.998415;37.420016,-5.998397;37.420016,-5.998380;37.420016,-5.998362;37.420016,-5.998344;37.420016,-5.998326;37.420016,-5.998308;37.420016,-5.998290;37.420016,-5.998272;37.420016,-5.998254;37.420016,-5.998237;37.420016,-5.998219;37.420016,-5.998201;37.420016,-5.998183;37.420016,-5.998165;37.420016,-5.998147;37.420016,-5.998129;37.420016,-5.998112;37.420016,-5.998094;37.420016,-5.998076;37.420016,-5.998058;37.420016,-5.998040;37.420016,-5.998022;37.420016,-5.998004;37.420016,-5.997986;37.420016,-5.997969;37.420016,-5.997951;37.420016,-5.997933;37.420016,-5.997915;37.420016,-5.997897;37.420016,-5.997879;37.420016,-5.997861;37.420016,-5.997843;37.420016,-5.997826;37.420016,-5.997808;37.420016,-5.997790;37.420016,-5.997772;37.420016,-5.997754;37.420016,-5.997736;37.420016,-5.997718;37.420016,-5.997701;37.420016,-5.997683;37.420016,-5.997665;37.420016,-5.997647;37.420016,-5.997629;37.420016,-5.997611;37.420016,-5.997593;37.420016,-5.997575;37.420016,-5.997558;37.420016,-5.997540;37.420016,-5.997522;37.420016,-5.997504;
