37.308776,-5.940516;37.308776,-5.940507;37.308776,-5.940499;37.308776,-5.940490;37.308776,-5.940481;37.308776,-5.940472;37.308776,-5.940463;37.308776,-5.940454;37.308776,-5.940445;37.308776,-5.940436;37.308776,-5.940427;37.308776,-5.940418;37.308776,-5.940409;37.308776,-5.940400;37.308776,-5.940391;37.308776,-5.940382;37.308776,-5.940373;37.308776,-5.940364;37.308776,-5.940356;37.308776,-5.940347;37.308776,-5.940338;37.308776,-5.940329;37.308776,-5.940320;37.308776,-5.940311;37.308776,-5.940302;37.308776,-5.940293;37.308776,-5.940284;37.308776,-5.940275;37.308776,-5.940266;37.308776,-5.940257;37.308776,-5.940248;37.308776,-5.940239;37.308776,-5.940230;37.308776,-5.940222;37.308776,-5.940213;37.308776,-5.940204;37.308776,-5.940195;37.308776,-5.940186;37.308776,-5.940177;37.308776,-5.940168;37.308776,-5.940159;37.308776,-5.940150;37.308776,-5.940141;37.308776,-5.940132;37.308776,-5.940123;37.308776,-5.940114;37.308776,-5.940105;37.308776,-5.940096;37.308776,-5.940088;37.308776,-5.940079;37.308776,-5.940070;37.308776,-5.940061;37.308776,-5.940052;37.308776,-5.940043;37.308776,-5.940034;37.308776,-5.940025;37.308776,-5.940016;37.308776,-5.940007;37.308776,-5.939998;37.308776,-5.939989;37.308776,-5.939980;37.308776,-5.939971;37.308776,-5.939962;37.308776,-5.939953;37.308776,-5.939945;37.308776,-5.939936;37.308776,-5.939927;37.308776,-5.939918;37.308776,-5.939909;37.308776,-5.939900;37.308776,-5.939891;37.308776,-5.939882;37.308776,-5.939873;37.308776,-5.939864;37.308776,-5.939855;37.308776,-5.939846;37.308776,-5.939837;37.308776,-5.939828;37.308776,-5.939819;37.308776,-5.939811;37.308776,-5.939802;37.308776,-5.939793;37.308776,-5.939784;37.308776,-5.939775;37.308776,-5.939766;37.308776,-5.939757;37.308776,-5.939748;37.308776,-5.939739;37.308776,-5.939730;37.308776,-5.939721;37.308776,-5.939712;37.308776,-5.939703;37.308776,-5.939694;37.308776,-5.939685;37.308776,-5.939676;37.308776,-5.939668;37.308776,-5.939659;37.308776,-5.939650;37.308776,-5.939641;37.308776,-5.939632;37.308776,-5.939623;37.308776,-5.939614;37.308776,-5.939605;37.308776,-5.939596;37.308776,-5.939587;37.308776,-5.939578;37.308776,-5.939569;37.308776,-5.939560;37.308776,-5.939551;37.308776,-5.939542;37.308776,-5.939534;37.308776,-5.939525;37.308776,-5.939516;37.308776,-5.939507;37.308776,-5.939498;37.308776,-5.939489;37.308776,-5.939480;37.308776,-5.939471;37.308776,-5.939462;37.308776,-5.939453;37.308776,-5.939444;37.308776,-5.939435;
37.308767,-5.940516;37.308767,-5.940507;37.308767,-5.940499;37.308767,-5.940490;37.308767,-5.940481;37.308767,-5.940472;37.308767,-5.940463;37.308767,-5.940454;37.308767,-5.940445;37.308767,-5.940436;37.308767,-5.940427;37.308767,-5.940418;37.308767,-5.940409;37.308767,-5.940400;37.308767,-5.940391;37.308767,-5.940382;37.308767,-5.940373;37.308767,-5.940364;37.308767,-5.940356;37.308767,-5.940347;37.308767,-5.940338;37.308767,-5.940329;37.308767,-5.940320;37.308767,-5.940311;37.308767,-5.940302;37.308767,-5.940293;37.308767,-5.940284;37.308767,-5.940275;37.308767,-5.940266;37.308767,-5.940257;37.308767,-5.940248;37.308767,-5.940239;37.308767,-5.940230;37.308767,-5.940222;37.308767,-5.940213;37.308767,-5.940204;37.308767,-5.940195;37.308767,-5.940186;37.308767,-5.940177;37.308767,-5.940168;37.308767,-5.940159;37.308767,-5.940150;37.308767,-5.940141;37.308767,-5.940132;37.308767,-5.940123;37.308767,-5.940114;37.308767,-5.940105;37.308767,-5.940096;37.308767,-5.940088;37.308767,-5.940079;37.308767,-5.940070;37.308767,-5.940061;37.308767,-5.940052;37.308767,-5.940043;37.308767,-5.940034;37.308767,-5.940025;37.308767,-5.940016;37.308767,-5.940007;37.308767,-5.939998;37.308767,-5.939989;37.308767,-5.939980;37.308767,-5.939971;37.308767,-5.939962;37.308767,-5.939953;37.308767,-5.939945;37.308767,-5.939936;37.308767,-5.939927;37.308767,-5.939918;37.308767,-5.939909;37.308767,-5.939900;37.308767,-5.939891;37.308767,-5.939882;37.308767,-5.939873;37.308767,-5.939864;37.308767,-5.939855;37.308767,-5.939846;37.308767,-5.939837;37.308767,-5.939828;37.308767,-5.939819;37.308767,-5.939811;37.308767,-5.939802;37.308767,-5.939793;37.308767,-5.939784;37.308767,-5.939775;37.308767,-5.939766;37.308767,-5.939757;37.308767,-5.939748;37.308767,-5.939739;37.308767,-5.939730;37.308767,-5.939721;37.308767,-5.939712;37.308767,-5.939703;37.308767,-5.939694;37.308767,-5.939685;37.308767,-5.939676;37.308767,-5.939668;37.308767,-5.939659;37.308767,-5.939650;37.308767,-5.939641;37.308767,-5.939632;37.308767,-5.939623;37.308767,-5.939614;37.308767,-5.939605;37.308767,-5.939596;37.308767,-5.939587;37.308767,-5.939578;37.308767,-5.939569;37.308767,-5.939560;37.308767,-5.939551;37.308767,-5.939542;37.308767,-5.939534;37.308767,-5.939525;37.308767,-5.939516;37.308767,-5.939507;37.308767,-5.939498;37.308767,-5.939489;37.308767,-5.939480;37.308767,-5.939471;37.308767,-5.939462;37.308767,-5.939453;37.308767,-5.939444;37.308767,-5.939435;
37.308758,-5.940516;37.308758,-5.940507;37.308758,-5.940499;37.308758,-5.940490;37.308758,-5.940481;37.308758,-5.940472;37.308758,-5.940463;37.308758,-5.940454;37.308758,-5.940445;37.308758,-5.940436;37.308758,-5.940427;37.308758,-5.940418;37.308758,-5.940409;37.308758,-5.940400;37.308758,-5.940391;37.308758,-5.940382;37.308758,-5.940373;37.308758,-5.940364;37.308758,-5.940356;37.308758,-5.940347;37.308758,-5.940338;37.308758,-5.940329;37.308758,-5.940320;37.308758,-5.940311;37.308758,-5.940302;37.308758,-5.940293;37.308758,-5.940284;37.308758,-5.940275;37.308758,-5.940266;37.308758,-5.940257;37.308758,-5.940248;37.308758,-5.940239;37.308758,-5.940230;37.308758,-5.940222;37.308758,-5.940213;37.308758,-5.940204;37.308758,-5.940195;37.308758,-5.940186;37.308758,-5.940177;37.308758,-5.940168;37.308758,-5.940159;37.308758,-5.940150;37.308758,-5.940141;37.308758,-5.940132;37.308758,-5.940123;37.308758,-5.940114;37.308758,-5.940105;37.308758,-5.940096;37.308758,-5.940088;37.308758,-5.940079;37.308758,-5.940070;37.308758,-5.940061;37.308758,-5.940052;37.308758,-5.940043;37.308758,-5.940034;37.308758,-5.940025;37.308758,-5.940016;37.308758,-5.940007;37.308758,-5.939998;37.308758,-5.939989;37.308758,-5.939980;37.308758,-5.939971;37.308758,-5.939962;37.308758,-5.939953;37.308758,-5.939945;37.308758,-5.939936;37.308758,-5.939927;37.308758,-5.939918;37.308758,-5.939909;37.308758,-5.939900;37.308758,-5.939891;37.308758,-5.939882;37.308758,-5.939873;37.308758,-5.939864;37.308758,-5.939855;37.308758,-5.939846;37.308758,-5.939837;37.308758,-5.939828;37.308758,-5.939819;37.308758,-5.939811;37.308758,-5.939802;37.308758,-5.939793;37.308758,-5.939784;37.308758,-5.939775;37.308758,-5.939766;37.308758,-5.939757;37.308758,-5.939748;37.308758,-5.939739;37.308758,-5.939730;37.308758,-5.939721;37.308758,-5.939712;37.308758,-5.939703;37.308758,-5.939694;37.308758,-5.939685;37.308758,-5.939676;37.308758,-5.939668;37.308758,-5.939659;37.308758,-5.939650;37.308758,-5.939641;37.308758,-5.939632;37.308758,-5.939623;37.308758,-5.939614;37.308758,-5.939605;37.308758,-5.939596;37.308758,-5.939587;37.308758,-5.939578;37.308758,-5.939569;37.308758,-5.939560;37.308758,-5.939551;37.308758,-5.939542;37.308758,-5.939534;37.308758,-5.939525;37.308758,-5.939516;37.308758,-5.939507;37.308758,-5.939498;37.308758,-5.939489;37.308758,-5.939480;37.308758,-5.939471;37.308758,-5.939462;37.308758,-5.939453;37.308758,-5.939444;37.308758,-5.939435;
37.308749,-5.940516;37.308749,-5.940507;37.308749,-5.940499;37.308749,-5.940490;37.308749,-5.940481;37.308749,-5.940472;37.308749,-5.940463;37.308749,-5.940454;37.308749,-5.940445;37.308749,-5.940436;37.308749,-5.940427;37.308749,-5.940418;37.308749,-5.940409;37.308749,-5.940400;37.308749,-5.940391;37.308749,-5.940382;37.308749,-5.940373;37.308749,-5.940364;37.308749,-5.940356;37.308749,-5.940347;37.308749,-5.940338;37.308749,-5.940329;37.308749,-5.940320;37.308749,-5.940311;37.308749,-5.940302;37.308749,-5.940293;37.308749,-5.940284;37.308749,-5.940275;37.308749,-5.940266;37.308749,-5.940257;37.308749,-5.940248;37.308749,-5.940239;37.308749,-5.940230;37.308749,-5.940222;37.308749,-5.940213;37.308749,-5.940204;37.308749,-5.940195;37.308749,-5.940186;37.308749,-5.940177;37.308749,-5.940168;37.308749,-5.940159;37.308749,-5.940150;37.308749,-5.940141;37.308749,-5.940132;37.308749,-5.940123;37.308749,-5.940114;37.308749,-5.940105;37.308749,-5.940096;37.308749,-5.940088;37.308749,-5.940079;37.308749,-5.940070;37.308749,-5.940061;37.308749,-5.940052;37.308749,-5.940043;37.308749,-5.940034;37.308749,-5.940025;37.308749,-5.940016;37.308749,-5.940007;37.308749,-5.939998;37.308749,-5.939989;37.308749,-5.939980;37.308749,-5.939971;37.308749,-5.939962;37.308749,-5.939953;37.308749,-5.939945;37.308749,-5.939936;37.308749,-5.939927;37.308749,-5.939918;37.308749,-5.939909;37.308749,-5.939900;37.308749,-5.939891;37.308749,-5.939882;37.308749,-5.939873;37.308749,-5.939864;37.308749,-5.939855;37.308749,-5.939846;37.308749,-5.939837;37.308749,-5.939828;37.308749,-5.939819;37.308749,-5.939811;37.308749,-5.939802;37.308749,-5.939793;37.308749,-5.939784;37.308749,-5.939775;37.308749,-5.939766;37.308749,-5.939757;37.308749,-5.939748;37.308749,-5.939739;37.308749,-5.939730;37.308749,-5.939721;37.308749,-5.939712;37.308749,-5.939703;37.308749,-5.939694;37.308749,-5.939685;37.308749,-5.939676;37.308749,-5.939668;37.308749,-5.939659;37.308749,-5.939650;37.308749,-5.939641;37.308749,-5.939632;37.308749,-5.939623;37.308749,-5.939614;37.308749,-5.939605;37.308749,-5.939596;37.308749,-5.939587;37.308749,-5.939578;37.308749,-5.939569;37.308749,-5.939560;37.308749,-5.939551;37.308749,-5.939542;37.308749,-5.939534;37.308749,-5.939525;37.308749,-5.939516;37.308749,-5.939507;37.308749,-5.939498;37.308749,-5.939489;37.308749,-5.939480;37.308749,-5.939471;37.308749,-5.939462;37.308749,-5.939453;37.308749,-5.939444;37.308749,-5.939435;
37.308740,-5.940516;37.308740,-5.940507;37.308740,-5.940499;37.308740,-5.940490;37.308740,-5.940481;37.308740,-5.940472;37.308740,-5.940463;37.308740,-5.940454;37.308740,-5.940445;37.308740,-5.940436;37.308740,-5.940427;37.308740,-5.940418;37.308740,-5.940409;37.308740,-5.940400;37.308740,-5.940391;37.308740,-5.940382;37.308740,-5.940373;37.308740,-5.940364;37.308740,-5.940356;37.308740,-5.940347;37.308740,-5.940338;37.308740,-5.940329;37.308740,-5.940320;37.308740,-5.940311;37.308740,-5.940302;37.308740,-5.940293;37.308740,-5.940284;37.308740,-5.940275;37.308740,-5.940266;37.308740,-5.940257;37.308740,-5.940248;37.308740,-5.940239;37.308740,-5.940230;37.308740,-5.940222;37.308740,-5.940213;37.308740,-5.940204;37.308740,-5.940195;37.308740,-5.940186;37.308740,-5.940177;37.308740,-5.940168;37.308740,-5.940159;37.308740,-5.940150;37.308740,-5.940141;37.308740,-5.940132;37.308740,-5.940123;37.308740,-5.940114;37.308740,-5.940105;37.308740,-5.940096;37.308740,-5.940088;37.308740,-5.940079;37.308740,-5.940070;37.308740,-5.940061;37.308740,-5.940052;37.308740,-5.940043;37.308740,-5.940034;37.308740,-5.940025;37.308740,-5.940016;37.308740,-5.940007;37.308740,-5.939998;37.308740,-5.939989;37.308740,-5.939980;37.308740,-5.939971;37.308740,-5.939962;37.308740,-5.939953;37.308740,-5.939945;37.308740,-5.939936;37.308740,-5.939927;37.308740,-5.939918;37.308740,-5.939909;37.308740,-5.939900;37.308740,-5.939891;37.308740,-5.939882;37.308740,-5.939873;37.308740,-5.939864;37.308740,-5.939855;37.308740,-5.939846;37.308740,-5.939837;37.308740,-5.939828;37.308740,-5.939819;37.308740,-5.939811;37.308740,-5.939802;37.308740,-5.939793;37.308740,-5.939784;37.308740,-5.939775;37.308740,-5.939766;37.308740,-5.939757;37.308740,-5.939748;37.308740,-5.939739;37.308740,-5.939730;37.308740,-5.939721;37.308740,-5.939712;37.308740,-5.939703;37.308740,-5.939694;37.308740,-5.939685;37.308740,-5.939676;37.308740,-5.939668;37.308740,-5.939659;37.308740,-5.939650;37.308740,-5.939641;37.308740,-5.939632;37.308740,-5.939623;37.308740,-5.939614;37.308740,-5.939605;37.308740,-5.939596;37.308740,-5.939587;37.308740,-5.939578;37.308740,-5.939569;37.308740,-5.939560;37.308740,-5.939551;37.308740,-5.939542;37.308740,-5.939534;37.308740,-5.939525;37.308740,-5.939516;37.308740,-5.939507;37.308740,-5.939498;37.308740,-5.939489;37.308740,-5.939480;37.308740,-5.939471;37.308740,-5.939462;37.308740,-5.939453;37.308740,-5.939444;37.308740,-5.939435;
37.308731,-5.940516;37.308731,-5.940507;37.308731,-5.940499;37.308731,-5.940490;37.308731,-5.940481;37.308731,-5.940472;37.308731,-5.940463;37.308731,-5.940454;37.308731,-5.940445;37.308731,-5.940436;37.308731,-5.940427;37.308731,-5.940418;37.308731,-5.940409;37.308731,-5.940400;37.308731,-5.940391;37.308731,-5.940382;37.308731,-5.940373;37.308731,-5.940364;37.308731,-5.940356;37.308731,-5.940347;37.308731,-5.940338;37.308731,-5.940329;37.308731,-5.940320;37.308731,-5.940311;37.308731,-5.940302;37.308731,-5.940293;37.308731,-5.940284;37.308731,-5.940275;37.308731,-5.940266;37.308731,-5.940257;37.308731,-5.940248;37.308731,-5.940239;37.308731,-5.940230;37.308731,-5.940222;37.308731,-5.940213;37.308731,-5.940204;37.308731,-5.940195;37.308731,-5.940186;37.308731,-5.940177;37.308731,-5.940168;37.308731,-5.940159;37.308731,-5.940150;37.308731,-5.940141;37.308731,-5.940132;37.308731,-5.940123;37.308731,-5.940114;37.308731,-5.940105;37.308731,-5.940096;37.308731,-5.940088;37.308731,-5.940079;37.308731,-5.940070;37.308731,-5.940061;37.308731,-5.940052;37.308731,-5.940043;37.308731,-5.940034;37.308731,-5.940025;37.308731,-5.940016;37.308731,-5.940007;37.308731,-5.939998;37.308731,-5.939989;37.308731,-5.939980;37.308731,-5.939971;37.308731,-5.939962;37.308731,-5.939953;37.308731,-5.939945;37.308731,-5.939936;37.308731,-5.939927;37.308731,-5.939918;37.308731,-5.939909;37.308731,-5.939900;37.308731,-5.939891;37.308731,-5.939882;37.308731,-5.939873;37.308731,-5.939864;37.308731,-5.939855;37.308731,-5.939846;37.308731,-5.939837;37.308731,-5.939828;37.308731,-5.939819;37.308731,-5.939811;37.308731,-5.939802;37.308731,-5.939793;37.308731,-5.939784;37.308731,-5.939775;37.308731,-5.939766;37.308731,-5.939757;37.308731,-5.939748;37.308731,-5.939739;37.308731,-5.939730;37.308731,-5.939721;37.308731,-5.939712;37.308731,-5.939703;37.308731,-5.939694;37.308731,-5.939685;37.308731,-5.939676;37.308731,-5.939668;37.308731,-5.939659;37.308731,-5.939650;37.308731,-5.939641;37.308731,-5.939632;37.308731,-5.939623;37.308731,-5.939614;37.308731,-5.939605;37.308731,-5.939596;37.308731,-5.939587;37.308731,-5.939578;37.308731,-5.939569;37.308731,-5.939560;37.308731,-5.939551;37.308731,-5.939542;37.308731,-5.939534;37.308731,-5.939525;37.308731,-5.939516;37.308731,-5.939507;37.308731,-5.939498;37.308731,-5.939489;37.308731,-5.939480;37.308731,-5.939471;37.308731,-5.939462;37.308731,-5.939453;37.308731,-5.939444;37.308731,-5.939435;
37.308722,-5.940516;37.308722,-5.940507;37.308722,-5.940499;37.308722,-5.940490;37.308722,-5.940481;37.308722,-5.940472;37.308722,-5.940463;37.308722,-5.940454;37.308722,-5.940445;37.308722,-5.940436;37.308722,-5.940427;37.308722,-5.940418;37.308722,-5.940409;37.308722,-5.940400;37.308722,-5.940391;37.308722,-5.940382;37.308722,-5.940373;37.308722,-5.940364;37.308722,-5.940356;37.308722,-5.940347;37.308722,-5.940338;37.308722,-5.940329;37.308722,-5.940320;37.308722,-5.940311;37.308722,-5.940302;37.308722,-5.940293;37.308722,-5.940284;37.308722,-5.940275;37.308722,-5.940266;37.308722,-5.940257;37.308722,-5.940248;37.308722,-5.940239;37.308722,-5.940230;37.308722,-5.940222;37.308722,-5.940213;37.308722,-5.940204;37.308722,-5.940195;37.308722,-5.940186;37.308722,-5.940177;37.308722,-5.940168;37.308722,-5.940159;37.308722,-5.940150;37.308722,-5.940141;37.308722,-5.940132;37.308722,-5.940123;37.308722,-5.940114;37.308722,-5.940105;37.308722,-5.940096;37.308722,-5.940088;37.308722,-5.940079;37.308722,-5.940070;37.308722,-5.940061;37.308722,-5.940052;37.308722,-5.940043;37.308722,-5.940034;37.308722,-5.940025;37.308722,-5.940016;37.308722,-5.940007;37.308722,-5.939998;37.308722,-5.939989;37.308722,-5.939980;37.308722,-5.939971;37.308722,-5.939962;37.308722,-5.939953;37.308722,-5.939945;37.308722,-5.939936;37.308722,-5.939927;37.308722,-5.939918;37.308722,-5.939909;37.308722,-5.939900;37.308722,-5.939891;37.308722,-5.939882;37.308722,-5.939873;37.308722,-5.939864;37.308722,-5.939855;37.308722,-5.939846;37.308722,-5.939837;37.308722,-5.939828;37.308722,-5.939819;37.308722,-5.939811;37.308722,-5.939802;37.308722,-5.939793;37.308722,-5.939784;37.308722,-5.939775;37.308722,-5.939766;37.308722,-5.939757;37.308722,-5.939748;37.308722,-5.939739;37.308722,-5.939730;37.308722,-5.939721;37.308722,-5.939712;37.308722,-5.939703;37.308722,-5.939694;37.308722,-5.939685;37.308722,-5.939676;37.308722,-5.939668;37.308722,-5.939659;37.308722,-5.939650;37.308722,-5.939641;37.308722,-5.939632;37.308722,-5.939623;37.308722,-5.939614;37.308722,-5.939605;37.308722,-5.939596;37.308722,-5.939587;37.308722,-5.939578;37.308722,-5.939569;37.308722,-5.939560;37.308722,-5.939551;37.308722,-5.939542;37.308722,-5.939534;37.308722,-5.939525;37.308722,-5.939516;37.308722,-5.939507;37.308722,-5.939498;37.308722,-5.939489;37.308722,-5.939480;37.308722,-5.939471;37.308722,-5.939462;37.308722,-5.939453;37.308722,-5.939444;37.308722,-5.939435;
37.308713,-5.940516;37.308713,-5.940507;37.308713,-5.940499;37.308713,-5.940490;37.308713,-5.940481;37.308713,-5.940472;37.308713,-5.940463;37.308713,-5.940454;37.308713,-5.940445;37.308713,-5.940436;37.308713,-5.940427;37.308713,-5.940418;37.308713,-5.940409;37.308713,-5.940400;37.308713,-5.940391;37.308713,-5.940382;37.308713,-5.940373;37.308713,-5.940364;37.308713,-5.940356;37.308713,-5.940347;37.308713,-5.940338;37.308713,-5.940329;37.308713,-5.940320;37.308713,-5.940311;37.308713,-5.940302;37.308713,-5.940293;37.308713,-5.940284;37.308713,-5.940275;37.308713,-5.940266;37.308713,-5.940257;37.308713,-5.940248;37.308713,-5.940239;37.308713,-5.940230;37.308713,-5.940222;37.308713,-5.940213;37.308713,-5.940204;37.308713,-5.940195;37.308713,-5.940186;37.308713,-5.940177;37.308713,-5.940168;37.308713,-5.940159;37.308713,-5.940150;37.308713,-5.940141;37.308713,-5.940132;37.308713,-5.940123;37.308713,-5.940114;37.308713,-5.940105;37.308713,-5.940096;37.308713,-5.940088;37.308713,-5.940079;37.308713,-5.940070;37.308713,-5.940061;37.308713,-5.940052;37.308713,-5.940043;37.308713,-5.940034;37.308713,-5.940025;37.308713,-5.940016;37.308713,-5.940007;37.308713,-5.939998;37.308713,-5.939989;37.308713,-5.939980;37.308713,-5.939971;37.308713,-5.939962;37.308713,-5.939953;37.308713,-5.939945;37.308713,-5.939936;37.308713,-5.939927;37.308713,-5.939918;37.308713,-5.939909;37.308713,-5.939900;37.308713,-5.939891;37.308713,-5.939882;37.308713,-5.939873;37.308713,-5.939864;37.308713,-5.939855;37.308713,-5.939846;37.308713,-5.939837;37.308713,-5.939828;37.308713,-5.939819;37.308713,-5.939811;37.308713,-5.939802;37.308713,-5.939793;37.308713,-5.939784;37.308713,-5.939775;37.308713,-5.939766;37.308713,-5.939757;37.308713,-5.939748;37.308713,-5.939739;37.308713,-5.939730;37.308713,-5.939721;37.308713,-5.939712;37.308713,-5.939703;37.308713,-5.939694;37.308713,-5.939685;37.308713,-5.939676;37.308713,-5.939668;37.308713,-5.939659;37.308713,-5.939650;37.308713,-5.939641;37.308713,-5.939632;37.308713,-5.939623;37.308713,-5.939614;37.308713,-5.939605;37.308713,-5.939596;37.308713,-5.939587;37.308713,-5.939578;37.308713,-5.939569;37.308713,-5.939560;37.308713,-5.939551;37.308713,-5.939542;37.308713,-5.939534;37.308713,-5.939525;37.308713,-5.939516;37.308713,-5.939507;37.308713,-5.939498;37.308713,-5.939489;37.308713,-5.939480;37.308713,-5.939471;37.308713,-5.939462;37.308713,-5.939453;37.308713,-5.939444;37.308713,-5.939435;
37.308704,-5.940516;37.308704,-5.940507;37.308704,-5.940499;37.308704,-5.940490;37.308704,-5.940481;37.308704,-5.940472;37.308704,-5.940463;37.308704,-5.940454;37.308704,-5.940445;37.308704,-5.940436;37.308704,-5.940427;37.308704,-5.940418;37.308704,-5.940409;37.308704,-5.940400;37.308704,-5.940391;37.308704,-5.940382;37.308704,-5.940373;37.308704,-5.940364;37.308704,-5.940356;37.308704,-5.940347;37.308704,-5.940338;37.308704,-5.940329;37.308704,-5.940320;37.308704,-5.940311;37.308704,-5.940302;37.308704,-5.940293;37.308704,-5.940284;37.308704,-5.940275;37.308704,-5.940266;37.308704,-5.940257;37.308704,-5.940248;37.308704,-5.940239;37.308704,-5.940230;37.308704,-5.940222;37.308704,-5.940213;37.308704,-5.940204;37.308704,-5.940195;37.308704,-5.940186;37.308704,-5.940177;37.308704,-5.940168;37.308704,-5.940159;37.308704,-5.940150;37.308704,-5.940141;37.308704,-5.940132;37.308704,-5.940123;37.308704,-5.940114;37.308704,-5.940105;37.308704,-5.940096;37.308704,-5.940088;37.308704,-5.940079;37.308704,-5.940070;37.308704,-5.940061;37.308704,-5.940052;37.308704,-5.940043;37.308704,-5.940034;37.308704,-5.940025;37.308704,-5.940016;37.308704,-5.940007;37.308704,-5.939998;37.308704,-5.939989;37.308704,-5.939980;37.308704,-5.939971;37.308704,-5.939962;37.308704,-5.939953;37.308704,-5.939945;37.308704,-5.939936;37.308704,-5.939927;37.308704,-5.939918;37.308704,-5.939909;37.308704,-5.939900;37.308704,-5.939891;37.308704,-5.939882;37.308704,-5.939873;37.308704,-5.939864;37.308704,-5.939855;37.308704,-5.939846;37.308704,-5.939837;37.308704,-5.939828;37.308704,-5.939819;37.308704,-5.939811;37.308704,-5.939802;37.308704,-5.939793;37.308704,-5.939784;37.308704,-5.939775;37.308704,-5.939766;37.308704,-5.939757;37.308704,-5.939748;37.308704,-5.939739;37.308704,-5.939730;37.308704,-5.939721;37.308704,-5.939712;37.308704,-5.939703;37.308704,-5.939694;37.308704,-5.939685;37.308704,-5.939676;37.308704,-5.939668;37.308704,-5.939659;37.308704,-5.939650;37.308704,-5.939641;37.308704,-5.939632;37.308704,-5.939623;37.308704,-5.939614;37.308704,-5.939605;37.308704,-5.939596;37.308704,-5.939587;37.308704,-5.939578;37.308704,-5.939569;37.308704,-5.939560;37.308704,-5.939551;37.308704,-5.939542;37.308704,-5.939534;37.308704,-5.939525;37.308704,-5.939516;37.308704,-5.939507;37.308704,-5.939498;37.308704,-5.939489;37.308704,-5.939480;37.308704,-5.939471;37.308704,-5.939462;37.308704,-5.939453;37.308704,-5.939444;37.308704,-5.939435;
37.308695,-5.940516;37.308695,-5.940507;37.308695,-5.940499;37.308695,-5.940490;37.308695,-5.940481;37.308695,-5.940472;37.308695,-5.940463;37.308695,-5.940454;37.308695,-5.940445;37.308695,-5.940436;37.308695,-5.940427;37.308695,-5.940418;37.308695,-5.940409;37.308695,-5.940400;37.308695,-5.940391;37.308695,-5.940382;37.308695,-5.940373;37.308695,-5.940364;37.308695,-5.940356;37.308695,-5.940347;37.308695,-5.940338;37.308695,-5.940329;37.308695,-5.940320;37.308695,-5.940311;37.308695,-5.940302;37.308695,-5.940293;37.308695,-5.940284;37.308695,-5.940275;37.308695,-5.940266;37.308695,-5.940257;37.308695,-5.940248;37.308695,-5.940239;37.308695,-5.940230;37.308695,-5.940222;37.308695,-5.940213;37.308695,-5.940204;37.308695,-5.940195;37.308695,-5.940186;37.308695,-5.940177;37.308695,-5.940168;37.308695,-5.940159;37.308695,-5.940150;37.308695,-5.940141;37.308695,-5.940132;37.308695,-5.940123;37.308695,-5.940114;37.308695,-5.940105;37.308695,-5.940096;37.308695,-5.940088;37.308695,-5.940079;37.308695,-5.940070;37.308695,-5.940061;37.308695,-5.940052;37.308695,-5.940043;37.308695,-5.940034;37.308695,-5.940025;37.308695,-5.940016;37.308695,-5.940007;37.308695,-5.939998;37.308695,-5.939989;37.308695,-5.939980;37.308695,-5.939971;37.308695,-5.939962;37.308695,-5.939953;37.308695,-5.939945;37.308695,-5.939936;37.308695,-5.939927;37.308695,-5.939918;37.308695,-5.939909;37.308695,-5.939900;37.308695,-5.939891;37.308695,-5.939882;37.308695,-5.939873;37.308695,-5.939864;37.308695,-5.939855;37.308695,-5.939846;37.308695,-5.939837;37.308695,-5.939828;37.308695,-5.939819;37.308695,-5.939811;37.308695,-5.939802;37.308695,-5.939793;37.308695,-5.939784;37.308695,-5.939775;37.308695,-5.939766;37.308695,-5.939757;37.308695,-5.939748;37.308695,-5.939739;37.308695,-5.939730;37.308695,-5.939721;37.308695,-5.939712;37.308695,-5.939703;37.308695,-5.939694;37.308695,-5.939685;37.308695,-5.939676;37.308695,-5.939668;37.308695,-5.939659;37.308695,-5.939650;37.308695,-5.939641;37.308695,-5.939632;37.308695,-5.939623;37.308695,-5.939614;37.308695,-5.939605;37.308695,-5.939596;37.308695,-5.939587;37.308695,-5.939578;37.308695,-5.939569;37.308695,-5.939560;37.308695,-5.939551;37.308695,-5.939542;37.308695,-5.939534;37.308695,-5.939525;37.308695,-5.939516;37.308695,-5.939507;37.308695,-5.939498;37.308695,-5.939489;37.308695,-5.939480;37.308695,-5.939471;37.308695,-5.939462;37.308695,-5.939453;37.308695,-5.939444;37.308695,-5.939435;
